ID,Region,State,Parent Region,TaxType,TaxedIncome,Filing Status,Range,RangeValue,Ladder Step,Rate
State_Province_Alaska_Income_Married_Top_Range_Ladder Step1,State_Province,Alaska,USA,Income,Income,Married,Top_Range,50000,1,0.01
State_Province_Alaska_Income_Married_Bot_Range_Ladder Step2,State_Province,Alaska,USA,Income,Income,Married,Bot_Range,50000,2,0.02
State_Province_Alaska_Income_Married_Top_Range_Ladder Step2,State_Province,Alaska,USA,Income,Income,Married,Top_Range,100000,2,0.02
State_Province_Alaska_Income_Married_Bot_Range_Ladder Step3,State_Province,Alaska,USA,Income,Income,Married,Bot_Range,100000,3,0.03
State_Province_Alaska_Income_Married_Top_Range_Ladder Step3,State_Province,Alaska,USA,Income,Income,Married,Top_Range,150000,3,0.03
State_Province_Alaska_Income_Head_of_Household_Bot_Range_Ladder Step1,State_Province,Alaska,USA,Income,Income,Head_of_Household,Bot_Range,0,1,0.01
State_Province_Alaska_Income_Head_of_Household_Top_Range_Ladder Step1,State_Province,Alaska,USA,Income,Income,Head_of_Household,Top_Range,50000,1,0.01
State_Province_Alaska_Income_Head_of_Household_Bot_Range_Ladder Step2,State_Province,Alaska,USA,Income,Income,Head_of_Household,Bot_Range,50000,2,0.02
State_Province_Alaska_Income_Head_of_Household_Top_Range_Ladder Step2,State_Province,Alaska,USA,Income,Income,Head_of_Household,Top_Range,100000,2,0.02
State_Province_Alaska_Income_Head_of_Household_Bot_Range_Ladder Step3,State_Province,Alaska,USA,Income,Income,Head_of_Household,Bot_Range,100000,3,0.03
State_Province_Alaska_Income_Head_of_Household_Top_Range_Ladder Step3,State_Province,Alaska,USA,Income,Income,Head_of_Household,Top_Range,150000,3,0.03
State_Province_Alaska_Income_Separate_Bot_Range_Ladder Step1,State_Province,Alaska,USA,Income,Income,Separate,Bot_Range,0,1,0.01
State_Province_Alaska_Income_Separate_Top_Range_Ladder Step1,State_Province,Alaska,USA,Income,Income,Separate,Top_Range,50000,1,0.01
State_Province_Alaska_Income_Separate_Bot_Range_Ladder Step2,State_Province,Alaska,USA,Income,Income,Separate,Bot_Range,50000,2,0.02
State_Province_Alaska_Income_Separate_Top_Range_Ladder Step2,State_Province,Alaska,USA,Income,Income,Separate,Top_Range,100000,2,0.02
State_Province_Alaska_Income_Separate_Bot_Range_Ladder Step3,State_Province,Alaska,USA,Income,Income,Separate,Bot_Range,100000,3,0.03
State_Province_Alaska_Income_Separate_Top_Range_Ladder Step3,State_Province,Alaska,USA,Income,Income,Separate,Top_Range,150000,3,0.03
State_Province_Arizona_Income_Single_Bot_Range_Ladder Step1,State_Province,Arizona,USA,Income,Income,Single,Bot_Range,0,1,0.01
State_Province_Arizona_Income_Single_Top_Range_Ladder Step1,State_Province,Arizona,USA,Income,Income,Single,Top_Range,50000,1,0.01
State_Province_Arizona_Income_Single_Bot_Range_Ladder Step2,State_Province,Arizona,USA,Income,Income,Single,Bot_Range,50000,2,0.02
State_Province_Arizona_Income_Single_Top_Range_Ladder Step2,State_Province,Arizona,USA,Income,Income,Single,Top_Range,100000,2,0.02
State_Province_Arizona_Income_Single_Bot_Range_Ladder Step3,State_Province,Arizona,USA,Income,Income,Single,Bot_Range,100000,3,0.03
State_Province_Arizona_Income_Single_Top_Range_Ladder Step3,State_Province,Arizona,USA,Income,Income,Single,Top_Range,150000,3,0.03
State_Province_Arizona_Income_Married_Bot_Range_Ladder Step1,State_Province,Arizona,USA,Income,Income,Married,Bot_Range,0,1,0.01
State_Province_Arizona_Income_Married_Top_Range_Ladder Step1,State_Province,Arizona,USA,Income,Income,Married,Top_Range,50000,1,0.01
State_Province_Arizona_Income_Married_Bot_Range_Ladder Step2,State_Province,Arizona,USA,Income,Income,Married,Bot_Range,50000,2,0.02
State_Province_Arizona_Income_Married_Top_Range_Ladder Step2,State_Province,Arizona,USA,Income,Income,Married,Top_Range,100000,2,0.02
State_Province_Arizona_Income_Married_Bot_Range_Ladder Step3,State_Province,Arizona,USA,Income,Income,Married,Bot_Range,100000,3,0.03
State_Province_Arizona_Income_Married_Top_Range_Ladder Step3,State_Province,Arizona,USA,Income,Income,Married,Top_Range,150000,3,0.03
State_Province_Arizona_Income_Head_of_Household_Bot_Range_Ladder Step1,State_Province,Arizona,USA,Income,Income,Head_of_Household,Bot_Range,0,1,0.01
State_Province_Arizona_Income_Head_of_Household_Top_Range_Ladder Step1,State_Province,Arizona,USA,Income,Income,Head_of_Household,Top_Range,50000,1,0.01
State_Province_Arizona_Income_Head_of_Household_Bot_Range_Ladder Step2,State_Province,Arizona,USA,Income,Income,Head_of_Household,Bot_Range,50000,2,0.02
State_Province_Arizona_Income_Head_of_Household_Top_Range_Ladder Step2,State_Province,Arizona,USA,Income,Income,Head_of_Household,Top_Range,100000,2,0.02
State_Province_Arizona_Income_Head_of_Household_Bot_Range_Ladder Step3,State_Province,Arizona,USA,Income,Income,Head_of_Household,Bot_Range,100000,3,0.03
State_Province_Arizona_Income_Head_of_Household_Top_Range_Ladder Step3,State_Province,Arizona,USA,Income,Income,Head_of_Household,Top_Range,150000,3,0.03
State_Province_Arizona_Income_Separate_Bot_Range_Ladder Step1,State_Province,Arizona,USA,Income,Income,Separate,Bot_Range,0,1,0.01
State_Province_Arizona_Income_Separate_Top_Range_Ladder Step1,State_Province,Arizona,USA,Income,Income,Separate,Top_Range,50000,1,0.01
State_Province_Arizona_Income_Separate_Bot_Range_Ladder Step2,State_Province,Arizona,USA,Income,Income,Separate,Bot_Range,50000,2,0.02
State_Province_Arizona_Income_Separate_Top_Range_Ladder Step2,State_Province,Arizona,USA,Income,Income,Separate,Top_Range,100000,2,0.02
State_Province_Arizona_Income_Separate_Bot_Range_Ladder Step3,State_Province,Arizona,USA,Income,Income,Separate,Bot_Range,100000,3,0.03
State_Province_Arizona_Income_Separate_Top_Range_Ladder Step3,State_Province,Arizona,USA,Income,Income,Separate,Top_Range,150000,3,0.03
State_Province_Arkansas_Income_Single_Bot_Range_Ladder Step1,State_Province,Arkansas,USA,Income,Income,Single,Bot_Range,0,1,0.01
State_Province_Arkansas_Income_Single_Top_Range_Ladder Step1,State_Province,Arkansas,USA,Income,Income,Single,Top_Range,50000,1,0.01
State_Province_Arkansas_Income_Single_Bot_Range_Ladder Step2,State_Province,Arkansas,USA,Income,Income,Single,Bot_Range,50000,2,0.02
State_Province_Arkansas_Income_Single_Top_Range_Ladder Step2,State_Province,Arkansas,USA,Income,Income,Single,Top_Range,100000,2,0.02
State_Province_Arkansas_Income_Single_Bot_Range_Ladder Step3,State_Province,Arkansas,USA,Income,Income,Single,Bot_Range,100000,3,0.03
State_Province_Arkansas_Income_Single_Top_Range_Ladder Step3,State_Province,Arkansas,USA,Income,Income,Single,Top_Range,150000,3,0.03
State_Province_Arkansas_Income_Married_Bot_Range_Ladder Step1,State_Province,Arkansas,USA,Income,Income,Married,Bot_Range,0,1,0.01
State_Province_Arkansas_Income_Married_Top_Range_Ladder Step1,State_Province,Arkansas,USA,Income,Income,Married,Top_Range,50000,1,0.01
State_Province_Arkansas_Income_Married_Bot_Range_Ladder Step2,State_Province,Arkansas,USA,Income,Income,Married,Bot_Range,50000,2,0.02
State_Province_Arkansas_Income_Married_Top_Range_Ladder Step2,State_Province,Arkansas,USA,Income,Income,Married,Top_Range,100000,2,0.02
State_Province_Arkansas_Income_Married_Bot_Range_Ladder Step3,State_Province,Arkansas,USA,Income,Income,Married,Bot_Range,100000,3,0.03
State_Province_Arkansas_Income_Married_Top_Range_Ladder Step3,State_Province,Arkansas,USA,Income,Income,Married,Top_Range,150000,3,0.03
State_Province_Arkansas_Income_Head_of_Household_Bot_Range_Ladder Step1,State_Province,Arkansas,USA,Income,Income,Head_of_Household,Bot_Range,0,1,0.01
State_Province_Arkansas_Income_Head_of_Household_Top_Range_Ladder Step1,State_Province,Arkansas,USA,Income,Income,Head_of_Household,Top_Range,50000,1,0.01
State_Province_Arkansas_Income_Head_of_Household_Bot_Range_Ladder Step2,State_Province,Arkansas,USA,Income,Income,Head_of_Household,Bot_Range,50000,2,0.02
State_Province_Arkansas_Income_Head_of_Household_Top_Range_Ladder Step2,State_Province,Arkansas,USA,Income,Income,Head_of_Household,Top_Range,100000,2,0.02
State_Province_Arkansas_Income_Head_of_Household_Bot_Range_Ladder Step3,State_Province,Arkansas,USA,Income,Income,Head_of_Household,Bot_Range,100000,3,0.03
State_Province_Arkansas_Income_Head_of_Household_Top_Range_Ladder Step3,State_Province,Arkansas,USA,Income,Income,Head_of_Household,Top_Range,150000,3,0.03
State_Province_Arkansas_Income_Separate_Bot_Range_Ladder Step1,State_Province,Arkansas,USA,Income,Income,Separate,Bot_Range,0,1,0.01
State_Province_Arkansas_Income_Separate_Top_Range_Ladder Step1,State_Province,Arkansas,USA,Income,Income,Separate,Top_Range,50000,1,0.01
State_Province_Arkansas_Income_Separate_Bot_Range_Ladder Step2,State_Province,Arkansas,USA,Income,Income,Separate,Bot_Range,50000,2,0.02
State_Province_Arkansas_Income_Separate_Top_Range_Ladder Step2,State_Province,Arkansas,USA,Income,Income,Separate,Top_Range,100000,2,0.02
State_Province_Arkansas_Income_Separate_Bot_Range_Ladder Step3,State_Province,Arkansas,USA,Income,Income,Separate,Bot_Range,100000,3,0.03
State_Province_Arkansas_Income_Separate_Top_Range_Ladder Step3,State_Province,Arkansas,USA,Income,Income,Separate,Top_Range,150000,3,0.03
State_Province_California_Income_Single_Bot_Range_Ladder Step1,State_Province,California,USA,Income,Income,Single,Bot_Range,0,1,0.01
State_Province_California_Income_Single_Top_Range_Ladder Step1,State_Province,California,USA,Income,Income,Single,Top_Range,50000,1,0.01
State_Province_California_Income_Single_Bot_Range_Ladder Step2,State_Province,California,USA,Income,Income,Single,Bot_Range,50000,2,0.02
State_Province_California_Income_Single_Top_Range_Ladder Step2,State_Province,California,USA,Income,Income,Single,Top_Range,100000,2,0.02
State_Province_California_Income_Single_Bot_Range_Ladder Step3,State_Province,California,USA,Income,Income,Single,Bot_Range,100000,3,0.03
State_Province_California_Income_Single_Top_Range_Ladder Step3,State_Province,California,USA,Income,Income,Single,Top_Range,150000,3,0.03
State_Province_California_Income_Married_Bot_Range_Ladder Step1,State_Province,California,USA,Income,Income,Married,Bot_Range,0,1,0.01
State_Province_California_Income_Married_Top_Range_Ladder Step1,State_Province,California,USA,Income,Income,Married,Top_Range,50000,1,0.01
State_Province_California_Income_Married_Bot_Range_Ladder Step2,State_Province,California,USA,Income,Income,Married,Bot_Range,50000,2,0.02
State_Province_California_Income_Married_Top_Range_Ladder Step2,State_Province,California,USA,Income,Income,Married,Top_Range,100000,2,0.02
State_Province_California_Income_Married_Bot_Range_Ladder Step3,State_Province,California,USA,Income,Income,Married,Bot_Range,100000,3,0.03
State_Province_California_Income_Married_Top_Range_Ladder Step3,State_Province,California,USA,Income,Income,Married,Top_Range,150000,3,0.03
State_Province_California_Income_Head_of_Household_Bot_Range_Ladder Step1,State_Province,California,USA,Income,Income,Head_of_Household,Bot_Range,0,1,0.01
State_Province_California_Income_Head_of_Household_Top_Range_Ladder Step1,State_Province,California,USA,Income,Income,Head_of_Household,Top_Range,50000,1,0.01
State_Province_California_Income_Head_of_Household_Bot_Range_Ladder Step2,State_Province,California,USA,Income,Income,Head_of_Household,Bot_Range,50000,2,0.02
State_Province_California_Income_Head_of_Household_Top_Range_Ladder Step2,State_Province,California,USA,Income,Income,Head_of_Household,Top_Range,100000,2,0.02
State_Province_California_Income_Head_of_Household_Bot_Range_Ladder Step3,State_Province,California,USA,Income,Income,Head_of_Household,Bot_Range,100000,3,0.03
State_Province_California_Income_Head_of_Household_Top_Range_Ladder Step3,State_Province,California,USA,Income,Income,Head_of_Household,Top_Range,150000,3,0.03
State_Province_California_Income_Separate_Bot_Range_Ladder Step1,State_Province,California,USA,Income,Income,Separate,Bot_Range,0,1,0.01
State_Province_California_Income_Separate_Top_Range_Ladder Step1,State_Province,California,USA,Income,Income,Separate,Top_Range,50000,1,0.01
State_Province_California_Income_Separate_Bot_Range_Ladder Step2,State_Province,California,USA,Income,Income,Separate,Bot_Range,50000,2,0.02
State_Province_California_Income_Separate_Top_Range_Ladder Step2,State_Province,California,USA,Income,Income,Separate,Top_Range,100000,2,0.02
State_Province_California_Income_Separate_Bot_Range_Ladder Step3,State_Province,California,USA,Income,Income,Separate,Bot_Range,100000,3,0.03
State_Province_California_Income_Separate_Top_Range_Ladder Step3,State_Province,California,USA,Income,Income,Separate,Top_Range,150000,3,0.03
State_Province_Colorado_Income_Single_Bot_Range_Ladder Step1,State_Province,Colorado,USA,Income,Income,Single,Bot_Range,0,1,0.01
State_Province_Colorado_Income_Single_Top_Range_Ladder Step1,State_Province,Colorado,USA,Income,Income,Single,Top_Range,50000,1,0.01
State_Province_Colorado_Income_Single_Bot_Range_Ladder Step2,State_Province,Colorado,USA,Income,Income,Single,Bot_Range,50000,2,0.02
State_Province_Colorado_Income_Single_Top_Range_Ladder Step2,State_Province,Colorado,USA,Income,Income,Single,Top_Range,100000,2,0.02
State_Province_Colorado_Income_Single_Bot_Range_Ladder Step3,State_Province,Colorado,USA,Income,Income,Single,Bot_Range,100000,3,0.03
State_Province_Colorado_Income_Single_Top_Range_Ladder Step3,State_Province,Colorado,USA,Income,Income,Single,Top_Range,150000,3,0.03
State_Province_Colorado_Income_Married_Bot_Range_Ladder Step1,State_Province,Colorado,USA,Income,Income,Married,Bot_Range,0,1,0.01
State_Province_Colorado_Income_Married_Top_Range_Ladder Step1,State_Province,Colorado,USA,Income,Income,Married,Top_Range,50000,1,0.01
State_Province_Colorado_Income_Married_Bot_Range_Ladder Step2,State_Province,Colorado,USA,Income,Income,Married,Bot_Range,50000,2,0.02
State_Province_Colorado_Income_Married_Top_Range_Ladder Step2,State_Province,Colorado,USA,Income,Income,Married,Top_Range,100000,2,0.02
State_Province_Colorado_Income_Married_Bot_Range_Ladder Step3,State_Province,Colorado,USA,Income,Income,Married,Bot_Range,100000,3,0.03
State_Province_Colorado_Income_Married_Top_Range_Ladder Step3,State_Province,Colorado,USA,Income,Income,Married,Top_Range,150000,3,0.03
State_Province_Colorado_Income_Head_of_Household_Bot_Range_Ladder Step1,State_Province,Colorado,USA,Income,Income,Head_of_Household,Bot_Range,0,1,0.01
State_Province_Colorado_Income_Head_of_Household_Top_Range_Ladder Step1,State_Province,Colorado,USA,Income,Income,Head_of_Household,Top_Range,50000,1,0.01
State_Province_Colorado_Income_Head_of_Household_Bot_Range_Ladder Step2,State_Province,Colorado,USA,Income,Income,Head_of_Household,Bot_Range,50000,2,0.02
State_Province_Colorado_Income_Head_of_Household_Top_Range_Ladder Step2,State_Province,Colorado,USA,Income,Income,Head_of_Household,Top_Range,100000,2,0.02
State_Province_Colorado_Income_Head_of_Household_Bot_Range_Ladder Step3,State_Province,Colorado,USA,Income,Income,Head_of_Household,Bot_Range,100000,3,0.03
State_Province_Colorado_Income_Head_of_Household_Top_Range_Ladder Step3,State_Province,Colorado,USA,Income,Income,Head_of_Household,Top_Range,150000,3,0.03
State_Province_Colorado_Income_Separate_Bot_Range_Ladder Step1,State_Province,Colorado,USA,Income,Income,Separate,Bot_Range,0,1,0.01
State_Province_Colorado_Income_Separate_Top_Range_Ladder Step1,State_Province,Colorado,USA,Income,Income,Separate,Top_Range,50000,1,0.01
State_Province_Colorado_Income_Separate_Bot_Range_Ladder Step2,State_Province,Colorado,USA,Income,Income,Separate,Bot_Range,50000,2,0.02
State_Province_Colorado_Income_Separate_Top_Range_Ladder Step2,State_Province,Colorado,USA,Income,Income,Separate,Top_Range,100000,2,0.02
State_Province_Colorado_Income_Separate_Bot_Range_Ladder Step3,State_Province,Colorado,USA,Income,Income,Separate,Bot_Range,100000,3,0.03
State_Province_Colorado_Income_Separate_Top_Range_Ladder Step3,State_Province,Colorado,USA,Income,Income,Separate,Top_Range,150000,3,0.03
State_Province_Connecticut_Income_Single_Bot_Range_Ladder Step1,State_Province,Connecticut,USA,Income,Income,Single,Bot_Range,0,1,0.01
State_Province_Connecticut_Income_Single_Top_Range_Ladder Step1,State_Province,Connecticut,USA,Income,Income,Single,Top_Range,50000,1,0.01
State_Province_Connecticut_Income_Single_Bot_Range_Ladder Step2,State_Province,Connecticut,USA,Income,Income,Single,Bot_Range,50000,2,0.02
State_Province_Connecticut_Income_Single_Top_Range_Ladder Step2,State_Province,Connecticut,USA,Income,Income,Single,Top_Range,100000,2,0.02
State_Province_Connecticut_Income_Single_Bot_Range_Ladder Step3,State_Province,Connecticut,USA,Income,Income,Single,Bot_Range,100000,3,0.03
State_Province_Connecticut_Income_Single_Top_Range_Ladder Step3,State_Province,Connecticut,USA,Income,Income,Single,Top_Range,150000,3,0.03
State_Province_Connecticut_Income_Married_Bot_Range_Ladder Step1,State_Province,Connecticut,USA,Income,Income,Married,Bot_Range,0,1,0.01
State_Province_Connecticut_Income_Married_Top_Range_Ladder Step1,State_Province,Connecticut,USA,Income,Income,Married,Top_Range,50000,1,0.01
State_Province_Connecticut_Income_Married_Bot_Range_Ladder Step2,State_Province,Connecticut,USA,Income,Income,Married,Bot_Range,50000,2,0.02
State_Province_Connecticut_Income_Married_Top_Range_Ladder Step2,State_Province,Connecticut,USA,Income,Income,Married,Top_Range,100000,2,0.02
State_Province_Connecticut_Income_Married_Bot_Range_Ladder Step3,State_Province,Connecticut,USA,Income,Income,Married,Bot_Range,100000,3,0.03
State_Province_Connecticut_Income_Married_Top_Range_Ladder Step3,State_Province,Connecticut,USA,Income,Income,Married,Top_Range,150000,3,0.03
State_Province_Connecticut_Income_Head_of_Household_Bot_Range_Ladder Step1,State_Province,Connecticut,USA,Income,Income,Head_of_Household,Bot_Range,0,1,0.01
State_Province_Connecticut_Income_Head_of_Household_Top_Range_Ladder Step1,State_Province,Connecticut,USA,Income,Income,Head_of_Household,Top_Range,50000,1,0.01
State_Province_Connecticut_Income_Head_of_Household_Bot_Range_Ladder Step2,State_Province,Connecticut,USA,Income,Income,Head_of_Household,Bot_Range,50000,2,0.02
State_Province_Connecticut_Income_Head_of_Household_Top_Range_Ladder Step2,State_Province,Connecticut,USA,Income,Income,Head_of_Household,Top_Range,100000,2,0.02
State_Province_Connecticut_Income_Head_of_Household_Bot_Range_Ladder Step3,State_Province,Connecticut,USA,Income,Income,Head_of_Household,Bot_Range,100000,3,0.03
State_Province_Connecticut_Income_Head_of_Household_Top_Range_Ladder Step3,State_Province,Connecticut,USA,Income,Income,Head_of_Household,Top_Range,150000,3,0.03
State_Province_Connecticut_Income_Separate_Bot_Range_Ladder Step1,State_Province,Connecticut,USA,Income,Income,Separate,Bot_Range,0,1,0.01
State_Province_Connecticut_Income_Separate_Top_Range_Ladder Step1,State_Province,Connecticut,USA,Income,Income,Separate,Top_Range,50000,1,0.01
State_Province_Connecticut_Income_Separate_Bot_Range_Ladder Step2,State_Province,Connecticut,USA,Income,Income,Separate,Bot_Range,50000,2,0.02
State_Province_Connecticut_Income_Separate_Top_Range_Ladder Step2,State_Province,Connecticut,USA,Income,Income,Separate,Top_Range,100000,2,0.02
State_Province_Connecticut_Income_Separate_Bot_Range_Ladder Step3,State_Province,Connecticut,USA,Income,Income,Separate,Bot_Range,100000,3,0.03
State_Province_Connecticut_Income_Separate_Top_Range_Ladder Step3,State_Province,Connecticut,USA,Income,Income,Separate,Top_Range,150000,3,0.03
State_Province_Delaware_Income_Single_Bot_Range_Ladder Step1,State_Province,Delaware,USA,Income,Income,Single,Bot_Range,0,1,0.01
State_Province_Delaware_Income_Single_Top_Range_Ladder Step1,State_Province,Delaware,USA,Income,Income,Single,Top_Range,50000,1,0.01
State_Province_Delaware_Income_Single_Bot_Range_Ladder Step2,State_Province,Delaware,USA,Income,Income,Single,Bot_Range,50000,2,0.02
State_Province_Delaware_Income_Single_Top_Range_Ladder Step2,State_Province,Delaware,USA,Income,Income,Single,Top_Range,100000,2,0.02
State_Province_Delaware_Income_Single_Bot_Range_Ladder Step3,State_Province,Delaware,USA,Income,Income,Single,Bot_Range,100000,3,0.03
State_Province_Delaware_Income_Single_Top_Range_Ladder Step3,State_Province,Delaware,USA,Income,Income,Single,Top_Range,150000,3,0.03
State_Province_Delaware_Income_Married_Bot_Range_Ladder Step1,State_Province,Delaware,USA,Income,Income,Married,Bot_Range,0,1,0.01
State_Province_Delaware_Income_Married_Top_Range_Ladder Step1,State_Province,Delaware,USA,Income,Income,Married,Top_Range,50000,1,0.01
State_Province_Delaware_Income_Married_Bot_Range_Ladder Step2,State_Province,Delaware,USA,Income,Income,Married,Bot_Range,50000,2,0.02
State_Province_Delaware_Income_Married_Top_Range_Ladder Step2,State_Province,Delaware,USA,Income,Income,Married,Top_Range,100000,2,0.02
State_Province_Delaware_Income_Married_Bot_Range_Ladder Step3,State_Province,Delaware,USA,Income,Income,Married,Bot_Range,100000,3,0.03
State_Province_Delaware_Income_Married_Top_Range_Ladder Step3,State_Province,Delaware,USA,Income,Income,Married,Top_Range,150000,3,0.03
State_Province_Delaware_Income_Head_of_Household_Bot_Range_Ladder Step1,State_Province,Delaware,USA,Income,Income,Head_of_Household,Bot_Range,0,1,0.01
State_Province_Delaware_Income_Head_of_Household_Top_Range_Ladder Step1,State_Province,Delaware,USA,Income,Income,Head_of_Household,Top_Range,50000,1,0.01
State_Province_Delaware_Income_Head_of_Household_Bot_Range_Ladder Step2,State_Province,Delaware,USA,Income,Income,Head_of_Household,Bot_Range,50000,2,0.02
State_Province_Delaware_Income_Head_of_Household_Top_Range_Ladder Step2,State_Province,Delaware,USA,Income,Income,Head_of_Household,Top_Range,100000,2,0.02
State_Province_Delaware_Income_Head_of_Household_Bot_Range_Ladder Step3,State_Province,Delaware,USA,Income,Income,Head_of_Household,Bot_Range,100000,3,0.03
State_Province_Delaware_Income_Head_of_Household_Top_Range_Ladder Step3,State_Province,Delaware,USA,Income,Income,Head_of_Household,Top_Range,150000,3,0.03
State_Province_Delaware_Income_Separate_Bot_Range_Ladder Step1,State_Province,Delaware,USA,Income,Income,Separate,Bot_Range,0,1,0.01
State_Province_Delaware_Income_Separate_Top_Range_Ladder Step1,State_Province,Delaware,USA,Income,Income,Separate,Top_Range,50000,1,0.01
State_Province_Delaware_Income_Separate_Bot_Range_Ladder Step2,State_Province,Delaware,USA,Income,Income,Separate,Bot_Range,50000,2,0.02
State_Province_Delaware_Income_Separate_Top_Range_Ladder Step2,State_Province,Delaware,USA,Income,Income,Separate,Top_Range,100000,2,0.02
State_Province_Delaware_Income_Separate_Bot_Range_Ladder Step3,State_Province,Delaware,USA,Income,Income,Separate,Bot_Range,100000,3,0.03
State_Province_Delaware_Income_Separate_Top_Range_Ladder Step3,State_Province,Delaware,USA,Income,Income,Separate,Top_Range,150000,3,0.03
State_Province_Florida_Income_Single_Bot_Range_Ladder Step1,State_Province,Florida,USA,Income,Income,Single,Bot_Range,0,1,0.01
State_Province_Florida_Income_Single_Top_Range_Ladder Step1,State_Province,Florida,USA,Income,Income,Single,Top_Range,50000,1,0.01
State_Province_Florida_Income_Single_Bot_Range_Ladder Step2,State_Province,Florida,USA,Income,Income,Single,Bot_Range,50000,2,0.02
State_Province_Florida_Income_Single_Top_Range_Ladder Step2,State_Province,Florida,USA,Income,Income,Single,Top_Range,100000,2,0.02
State_Province_Florida_Income_Single_Bot_Range_Ladder Step3,State_Province,Florida,USA,Income,Income,Single,Bot_Range,100000,3,0.03
